C70004239LOCAL 32BJ S E I U AFL-CIO                                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003223LOS ANGELES COUNTY FEDERATION OF LABOR, AFL-CIO                                           CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000159405+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000009302011
C70003751MAINE STATE EMPLOYEES ASSOCIATION-SEIU LOCAL 1989                                         CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003538MARYLAND STATE TEACHERS ASSN                                                              CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70002373MASSACHUSETTS TEACHERS ASSOCIATION                                                        CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004809MICHIGAN AFSCME COUNCIL 25                                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005228MICHIGAN REGIONAL COUNCIL OF CARPENTERS                                                   CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004841MINNEAPOLIS REGIONAL LABOR FEDERATION AFL-CIO                                             CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003702MOUNTAIN AMERICA CREDIT UNION                                                             CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70002761NARAL PRO-CHOICE AMERICA                                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005129NARAL PRO-CHOICE MINNESOTA                                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005277NATIONAL ASSOCIATION FOR GUN RIGHTS                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001516NATIONAL ASSOCIATION OF LETTER CARRIERS                                                   CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70002563NATIONAL ASSOCIATION OF REALTORS                                                          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000010508+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70000492NATIONAL EDUCATION ASSOCIATION                                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70002969NATIONAL FEDERATION OF INDEPENDENT BUSINESS SAVE AMERICA'S FREE ENTERPRISE TRUST          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005376NATIONAL NURSES UNITED                                                                    CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70000716NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000016066+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70003298NATIONAL RIGHT TO LIFE COMMITTEE                                                          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000200401+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70005202NEA-ALASKA INC                                                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001359NEW YORK STATE PUBLIC EMPLOYEES FEDERATION                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70002258NEW YORK'S HEALTH AND HUMAN SERVICE UNION 1199/SEIU  AFL-CIO                              CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000026845+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000012312011
C70005426NORTH CAROLINA CREDIT UNION LEAGUE                                                        CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003363NORTH DAKOTA EDUCATION ASSOCIATION POLITICAL ACTION COMMITTEE FOR EDUCATION (NDEA-PACE)   CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003272NORTHERN CALIFORNIA CARPENTERS REGIONAL COUNCIL                                           CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005178OHIO CIVIL SERVICE EMPLOYEES ASSN                                                         CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005350OHIO CREDIT UNION DEFENSE COALITION                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001292OHIO EDUCATION ASSN                                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004650OPEIU                                                                                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000900+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70003546OREGON EDUCATION ASSOCIATION                                                              CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000005747+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000004242012
C70001946PENNSYLVANIA AFL-CIO                                                                      CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004916PENNSYLVANIA CREDIT UNION ASSOCIATION                                                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004858PENNSYLVANIA JOINT BOARD UNITE HERE                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003314PENNSYLVANIA STATE EDUCATION ASSOCIATION                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70002977RIGHT TO LIFE OF MICHIGAN                                                                 CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004296SAN MATEO COUNTY CENTRAL LABOR COUNCIL                                                    CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005384SEALASKA CORPORATION                                                                      CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005145SEIU 1000                                                                                 CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004973SEIU HEALTHCARE 1199 NW                                                                   CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005368SEIU HEALTHCARE 775 NW QUALITY CARE COMMITTEE                                             CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004619SEIU ILLINOIS COUNCIL                                                                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004726SEIU LOCAL 503 OPEU                                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004965SEIU LOCAL 925                                                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000007816+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000001242011
C70004866SEIU OREGON STATE COUNCIL                                                                 CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004486SEIU UNITED HEALTH CARE WORKERS WEST                                                      CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004023SEIU WA STATE COUNCIL                                                                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005392SERVICE EMPLOYEE INTERNATIONAL UNION LOCAL 1000                                           CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005400SERVICE EMPLOYEE INTERNATIONAL UNION LOCAL 1021                                           CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004601SERVICE EMPLOYEES INT'L UNION DISTRICT 1199                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003124SERVICE EMPLOYEES INTERNATIONAL UNION                                                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005475SERVICE EMPLOYEES INTERNATIONAL UNION HEALTH CARE WISCONSIN                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000015994+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000001312011
C70005459SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1877                                          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005319SHEE ATIKA INCORPORATED                                                                   CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005210SHEET METAL WORKERS LOCAL 18                                                              CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001318SIERRA CLUB                                                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005293SOUTHWEST COMMUNITY FEDERAL CREDIT UNION                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004403SOUTHWEST REGIONAL COUNCIL OF CARPENTERS                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004676SUSAN B ANTHONY LIST INC                                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000081122+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70005244TEAMSTERS JOINT COUNCIL 25                                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
